"x"
"FXR1"	2
"FMR1"	2
"NONO"	7
"FXR2"	4
"SRSF1"	7
"U2AF2"	10
"U2AF1"	6
"KHSRP"	3
"HNRNPA1"	22
"PTBP1"	6
"HNRNPK"	10
"KHDRBS1"	3
"GTF2F1"	2
"HNRNPU"	19
"IGF2BP1"	3
"ILF3"	5
"IGF2BP2"	3
"LARP7"	3
"HNRNPM"	11
"TARDBP"	16
"NPM1"	10
"DGCR8"	3
"YWHAG"	1
"TRA2A"	4
"XRN2"	3
"CPSF6"	6
"PRPF8"	6
"DDX3X"	6
"SND1"	7
"SMNDC1"	1
"RBM22"	1
"HNRNPUL1"	5
"GNL3"	3
"FAM120A"	3
"LIN28B"	1
"SAFB2"	2
"EIF4G2"	1
"TAF15"	1
