"Var1"	"Var2"	"value"	"T"
"NONO"	"SND1"	0.254089263282376	NA
"NPM1"	"LIN28B"	0.254060841029026	NA
"LIN28B"	"NPM1"	0.254060841029026	NA
"PTBP1"	"CSTF2T"	0.25396153566945	NA
"CSTF2T"	"PTBP1"	0.25396153566945	NA
"PTBP1"	"FMR1"	0.253953268536941	NA
"FMR1"	"PTBP1"	0.253953268536941	NA
"TAF15"	"SND1"	0.253464743527926	NA
"SND1"	"TAF15"	0.253464743527926	NA
"GNL3"	"AUH"	0.253433698224019	NA
"AUH"	"GNL3"	0.253433698224019	NA
"RBM27"	"AUH"	0.253362772708666	NA
"AUH"	"RBM27"	0.253362772708666	NA
"DGCR8"	"DDX3X"	0.253185427761746	NA
"DDX3X"	"DGCR8"	0.253185427761746	NA
"HNRNPU"	"DDX42"	0.252482524114434	NA
"DDX42"	"HNRNPU"	0.252482524114434	NA
"SAFB2"	"PTBP1"	0.252398581339308	NA
"PTBP1"	"SAFB2"	0.252398581339308	NA
"HNRNPM"	"DGCR8"	0.252380688425942	NA
"DGCR8"	"HNRNPM"	0.252380688425942	NA
"SMNDC1"	"RBM27"	0.252303131615899	NA
"RBM27"	"SMNDC1"	0.252303131615899	NA
"FAM120A"	"DDX42"	0.25222941238103	NA
"DDX42"	"FAM120A"	0.25222941238103	NA
"NPM1"	"HNRNPA1"	0.252048232852083	NA
"HNRNPA1"	"NPM1"	0.252048232852083	NA
"TRA2A"	"LARP7"	0.251677313847782	"TRUE"
"LARP7"	"TRA2A"	0.251677313847782	NA
"TARDBP"	"CSTF2T"	0.251472584934187	NA
"CSTF2T"	"TARDBP"	0.251472584934187	NA
"SND1"	"HNRNPUL1"	0.251466193111418	NA
"HNRNPUL1"	"SND1"	0.251466193111418	NA
"HNRNPU"	"DGCR8"	0.251452458435451	NA
"DGCR8"	"HNRNPU"	0.251452458435451	"TRUE"
"PTBP1"	"DDX42"	0.251298654145729	NA
"DDX42"	"PTBP1"	0.251298654145729	NA
"NPM1"	"AUH"	0.251202490495038	NA
"AUH"	"NPM1"	0.251202490495038	NA
"SND1"	"DDX42"	0.2511801092682	NA
"DDX42"	"SND1"	0.2511801092682	NA
"LARP7"	"DGCR8"	0.25073033292139	NA
"DGCR8"	"LARP7"	0.25073033292139	NA
"XRN2"	"HNRNPM"	0.250716194087831	NA
"HNRNPM"	"XRN2"	0.250716194087831	NA
"SMNDC1"	"IGF2BP2"	0.250698920344757	NA
"IGF2BP2"	"SMNDC1"	0.250698920344757	NA
"SRSF1"	"IGF2BP2"	0.250361816492162	NA
"IGF2BP2"	"SRSF1"	0.250361816492162	NA
"IGF2BP1"	"CPSF6"	0.250059324375982	NA
"CPSF6"	"IGF2BP1"	0.250059324375982	NA
"HNRNPM"	"EIF4G2"	0.249895654079073	NA
"EIF4G2"	"HNRNPM"	0.249895654079073	NA
"SMNDC1"	"CSTF2T"	0.249837730966491	NA
"CSTF2T"	"SMNDC1"	0.249837730966491	NA
"U2AF2"	"SMNDC1"	0.249772299790236	NA
"SMNDC1"	"U2AF2"	0.249772299790236	NA
"SAFB2"	"ILF3"	0.249599226844381	NA
"ILF3"	"SAFB2"	0.249599226844381	NA
"SRSF1"	"DDX42"	0.249363517027603	NA
"DDX42"	"SRSF1"	0.249363517027603	NA
"YWHAG"	"HNRNPU"	0.249001405797962	NA
"HNRNPU"	"YWHAG"	0.249001405797962	NA
"SND1"	"ILF3"	0.248610574159784	NA
"ILF3"	"SND1"	0.248610574159784	NA
"XRN2"	"HNRNPU"	0.248514761236899	NA
"HNRNPU"	"XRN2"	0.248514761236899	"TRUE"
"HNRNPM"	"FMR1"	0.248339161326752	NA
"FMR1"	"HNRNPM"	0.248339161326752	NA
"SND1"	"CSTF2T"	0.248263754592898	NA
"CSTF2T"	"SND1"	0.248263754592898	NA
"NPM1"	"NONO"	0.248242225673666	NA
"NONO"	"NPM1"	0.248242225673666	NA
"SRSF1"	"GNL3"	0.248183226756033	NA
"GNL3"	"SRSF1"	0.248183226756033	NA
"HNRNPM"	"AUH"	0.248146928421198	NA
"AUH"	"HNRNPM"	0.248146928421198	NA
"HNRNPM"	"DDX42"	0.248093112046227	NA
"DDX42"	"HNRNPM"	0.248093112046227	NA
"HNRNPA1"	"DGCR8"	0.247981933076715	NA
"DGCR8"	"HNRNPA1"	0.247981933076715	NA
"TRA2A"	"DDX42"	0.247819674637565	NA
"DDX42"	"TRA2A"	0.247819674637565	NA
"TRA2A"	"RBM27"	0.247775852583335	NA
"RBM27"	"TRA2A"	0.247775852583335	NA
"XRN2"	"PRPF8"	0.247728994077825	NA
"PRPF8"	"XRN2"	0.247728994077825	NA
"SMNDC1"	"PRPF8"	0.247328720284562	NA
"PRPF8"	"SMNDC1"	0.247328720284562	NA
"LSM11"	"IGF2BP2"	0.247272348298992	NA
"IGF2BP2"	"LSM11"	0.247272348298992	NA
"PTBP1"	"LARP7"	0.246999429614305	NA
"LARP7"	"PTBP1"	0.246999429614305	NA
"XRN2"	"AUH"	0.246921610114387	NA
"AUH"	"XRN2"	0.246921610114387	NA
"XRN2"	"HNRNPA1"	0.24678983013042	NA
"HNRNPA1"	"XRN2"	0.24678983013042	"TRUE"
"XRN2"	"IGF2BP2"	0.24633731085464	NA
"IGF2BP2"	"XRN2"	0.24633731085464	NA
"RBM27"	"HNRNPU"	0.246176998940408	NA
"HNRNPU"	"RBM27"	0.246176998940408	NA
"SMNDC1"	"LIN28B"	0.245955703149084	NA
"LIN28B"	"SMNDC1"	0.245955703149084	NA
"TROVE2"	"LARP7"	0.245561701764902	NA
"LARP7"	"TROVE2"	0.245561701764902	NA
"NPM1"	"DDX3X"	0.24536573038256	"TRUE"
"DDX3X"	"NPM1"	0.24536573038256	NA
"TNRC6A"	"KHDRBS1"	0.245361464905793	NA
"KHDRBS1"	"TNRC6A"	0.245361464905793	NA
"SAFB2"	"GNL3"	0.245351162521876	NA
"GNL3"	"SAFB2"	0.245351162521876	NA
"XRN2"	"TAF15"	0.245346131334634	NA
"TAF15"	"XRN2"	0.245346131334634	NA
"TRA2A"	"TAF15"	0.245343870018468	NA
"TAF15"	"TRA2A"	0.245343870018468	NA
"KHDRBS1"	"CSTF2T"	0.245242298407011	NA
"CSTF2T"	"KHDRBS1"	0.245242298407011	NA
"SBDS"	"DDX42"	0.245223193643841	NA
"DDX42"	"SBDS"	0.245223193643841	NA
"TROVE2"	"AUH"	0.244979505649147	NA
"AUH"	"TROVE2"	0.244979505649147	NA
"PTBP1"	"DDX3X"	0.244814227314313	NA
"DDX3X"	"PTBP1"	0.244814227314313	NA
"TROVE2"	"HNRNPM"	0.244570318406257	NA
"HNRNPM"	"TROVE2"	0.244570318406257	NA
"TAF15"	"SMNDC1"	0.244500954085924	NA
"SMNDC1"	"TAF15"	0.244500954085924	NA
"TNRC6A"	"SAFB2"	0.24450003839765	NA
"SAFB2"	"TNRC6A"	0.24450003839765	NA
"YWHAG"	"HNRNPM"	0.244145885923797	NA
"HNRNPM"	"YWHAG"	0.244145885923797	NA
"TAF15"	"FXR1"	0.244059973951522	NA
"FXR1"	"TAF15"	0.244059973951522	NA
"ILF3"	"DDX42"	0.243317329244425	NA
"DDX42"	"ILF3"	0.243317329244425	NA
"SBDS"	"HNRNPUL1"	0.243065994700086	NA
"HNRNPUL1"	"SBDS"	0.243065994700086	NA
"TNRC6A"	"ILF3"	0.24303673379653	NA
"ILF3"	"TNRC6A"	0.24303673379653	NA
"SAFB2"	"LSM11"	0.242997125641941	NA
"LSM11"	"SAFB2"	0.242997125641941	NA
"TAF15"	"SRSF1"	0.242632448017757	NA
"SRSF1"	"TAF15"	0.242632448017757	NA
"HNRNPA1"	"FAM120A"	0.242617723105552	"TRUE"
"FAM120A"	"HNRNPA1"	0.242617723105552	NA
"SND1"	"KHDRBS1"	0.242425000110148	NA
"KHDRBS1"	"SND1"	0.242425000110148	NA
"SLTM"	"RBM22"	0.24227371134325	NA
"RBM22"	"SLTM"	0.24227371134325	NA
"U2AF1"	"SRSF1"	0.241934481651694	NA
"SRSF1"	"U2AF1"	0.241934481651694	"TRUE"
"RBM22"	"AUH"	0.24192956605673	NA
"AUH"	"RBM22"	0.24192956605673	NA
"SBDS"	"LSM11"	0.241899497093736	NA
"LSM11"	"SBDS"	0.241899497093736	NA
"LSM11"	"HNRNPU"	0.241706759292856	NA
"HNRNPU"	"LSM11"	0.241706759292856	NA
"TROVE2"	"SRSF1"	0.241537117919503	NA
"SRSF1"	"TROVE2"	0.241537117919503	NA
"HNRNPU"	"CPSF6"	0.241277120498277	NA
"CPSF6"	"HNRNPU"	0.241277120498277	NA
"LSM11"	"FXR2"	0.241173633905502	NA
"FXR2"	"LSM11"	0.241173633905502	NA
"XRN2"	"GNL3"	0.240845103767176	NA
"GNL3"	"XRN2"	0.240845103767176	NA
"TARDBP"	"IGF2BP1"	0.240690529411186	NA
"IGF2BP1"	"TARDBP"	0.240690529411186	NA
"TNRC6A"	"HNRNPA1"	0.240571701655989	NA
"HNRNPA1"	"TNRC6A"	0.240571701655989	NA
"SLTM"	"LIN28B"	0.24055058822763	NA
"LIN28B"	"SLTM"	0.24055058822763	NA
"TROVE2"	"IGF2BP1"	0.240440065610196	NA
"IGF2BP1"	"TROVE2"	0.240440065610196	NA
"TARDBP"	"DDX42"	0.240315345721359	NA
"DDX42"	"TARDBP"	0.240315345721359	NA
"LSM11"	"LIN28B"	0.240299700443497	NA
"LIN28B"	"LSM11"	0.240299700443497	NA
"NONO"	"LARP7"	0.240265562554854	NA
"LARP7"	"NONO"	0.240265562554854	NA
"TROVE2"	"TRA2A"	0.240239066819318	NA
"TRA2A"	"TROVE2"	0.240239066819318	NA
"SBDS"	"HNRNPM"	0.24005005870958	NA
"HNRNPM"	"SBDS"	0.24005005870958	NA
"SRSF1"	"CSTF2T"	0.239975390490304	NA
"CSTF2T"	"SRSF1"	0.239975390490304	NA
"SLBP"	"RBM22"	0.239885688513047	NA
"RBM22"	"SLBP"	0.239885688513047	NA
"IGF2BP2"	"DDX42"	0.239713796243877	NA
"DDX42"	"IGF2BP2"	0.239713796243877	NA
"LARP7"	"CPSF6"	0.239472577266026	NA
"CPSF6"	"LARP7"	0.239472577266026	NA
"RBM22"	"LARP7"	0.239161852102124	NA
"LARP7"	"RBM22"	0.239161852102124	NA
"RBM27"	"HNRNPM"	0.238876683371099	NA
"HNRNPM"	"RBM27"	0.238876683371099	NA
"SRSF1"	"FAM120A"	0.238726402705556	NA
"FAM120A"	"SRSF1"	0.238726402705556	NA
"PTBP1"	"IGF2BP2"	0.238640937393811	NA
"IGF2BP2"	"PTBP1"	0.238640937393811	NA
"RBM22"	"LSM11"	0.238496178466608	NA
"LSM11"	"RBM22"	0.238496178466608	NA
"TRA2A"	"HNRNPUL1"	0.23832869027678	NA
"HNRNPUL1"	"TRA2A"	0.23832869027678	NA
"SAFB2"	"DDX42"	0.237756786439741	NA
"DDX42"	"SAFB2"	0.237756786439741	NA
"SRSF1"	"NPM1"	0.237739047727676	"TRUE"
"NPM1"	"SRSF1"	0.237739047727676	NA
"LSM11"	"FMR1"	0.237649292339727	NA
"FMR1"	"LSM11"	0.237649292339727	NA
"TAF15"	"DDX42"	0.237537942451585	NA
"DDX42"	"TAF15"	0.237537942451585	NA
"NONO"	"KHDRBS1"	0.237179246341799	NA
"KHDRBS1"	"NONO"	0.237179246341799	NA
"ILF3"	"HNRNPA1"	0.236765711334293	NA
"HNRNPA1"	"ILF3"	0.236765711334293	"TRUE"
"RBM27"	"DDX3X"	0.23660252395996	NA
"DDX3X"	"RBM27"	0.23660252395996	NA
"PTBP1"	"NONO"	0.236307424386219	NA
"NONO"	"PTBP1"	0.236307424386219	"TRUE"
"LARP7"	"FAM120A"	0.235666128632925	NA
"FAM120A"	"LARP7"	0.235666128632925	NA
"SBDS"	"IGF2BP2"	0.235561188445953	NA
"IGF2BP2"	"SBDS"	0.235561188445953	NA
"SLBP"	"GTF2F1"	0.235474233062025	NA
"GTF2F1"	"SLBP"	0.235474233062025	NA
"NONO"	"CPSF6"	0.235285849713156	NA
"CPSF6"	"NONO"	0.235285849713156	"TRUE"
"IGF2BP1"	"DGCR8"	0.235188662687391	NA
"DGCR8"	"IGF2BP1"	0.235188662687391	NA
"TRA2A"	"DDX3X"	0.235149292887142	NA
"DDX3X"	"TRA2A"	0.235149292887142	NA
"HNRNPA1"	"GNL3"	0.234926101325393	NA
"GNL3"	"HNRNPA1"	0.234926101325393	NA
"SND1"	"RBM22"	0.234664756567495	NA
"RBM22"	"SND1"	0.234664756567495	NA
"SRSF1"	"DGCR8"	0.234286498882645	NA
"DGCR8"	"SRSF1"	0.234286498882645	NA
"TROVE2"	"SAFB2"	0.234105825197787	NA
"SAFB2"	"TROVE2"	0.234105825197787	NA
"RBM22"	"ILF3"	0.234009142152064	NA
"ILF3"	"RBM22"	0.234009142152064	NA
"RBM22"	"FAM120A"	0.233967130265521	NA
"FAM120A"	"RBM22"	0.233967130265521	NA
"SBDS"	"IGF2BP1"	0.233965465741177	NA
"IGF2BP1"	"SBDS"	0.233965465741177	NA
"PTBP1"	"ILF3"	0.233691075955746	NA
"ILF3"	"PTBP1"	0.233691075955746	NA
"LIN28B"	"GTF2F1"	0.233520741031373	NA
"GTF2F1"	"LIN28B"	0.233520741031373	NA
"SAFB2"	"DGCR8"	0.233105734684696	NA
"DGCR8"	"SAFB2"	0.233105734684696	NA
"TARDBP"	"IGF2BP2"	0.232967801711132	"TRUE"
"IGF2BP2"	"TARDBP"	0.232967801711132	NA
"FAM120A"	"DDX3X"	0.232704331132905	NA
"DDX3X"	"FAM120A"	0.232704331132905	NA
"TRA2A"	"CSTF2T"	0.232519813352379	NA
"CSTF2T"	"TRA2A"	0.232519813352379	NA
"SLBP"	"EIF4G2"	0.232438038258398	NA
"EIF4G2"	"SLBP"	0.232438038258398	NA
"KHDRBS1"	"DGCR8"	0.232239095494832	NA
"DGCR8"	"KHDRBS1"	0.232239095494832	NA
"SAFB2"	"RBM27"	0.231984124999541	NA
"RBM27"	"SAFB2"	0.231984124999541	NA
"RBM22"	"PTBP1"	0.231908791742312	NA
"PTBP1"	"RBM22"	0.231908791742312	NA
"TRA2A"	"SBDS"	0.231801720914079	NA
"SBDS"	"TRA2A"	0.231801720914079	NA
"LSM11"	"IGF2BP1"	0.231377951985417	NA
"IGF2BP1"	"LSM11"	0.231377951985417	NA
"SBDS"	"PTBP1"	0.231358466688595	NA
"PTBP1"	"SBDS"	0.231358466688595	NA
"RBM27"	"HNRNPA1"	0.231217409333854	NA
"HNRNPA1"	"RBM27"	0.231217409333854	NA
"SRSF1"	"RBM27"	0.231118657952103	NA
"RBM27"	"SRSF1"	0.231118657952103	NA
"RBM22"	"NONO"	0.231041015636878	NA
"NONO"	"RBM22"	0.231041015636878	NA
"SLTM"	"SLBP"	0.230988980250537	NA
"SLBP"	"SLTM"	0.230988980250537	NA
"TNRC6A"	"HNRNPU"	0.229886050384145	NA
"HNRNPU"	"TNRC6A"	0.229886050384145	NA
"TARDBP"	"HNRNPA1"	0.229864844051659	"TRUE"
"HNRNPA1"	"TARDBP"	0.229864844051659	"TRUE"
"FXR1"	"DDX42"	0.229752681595236	NA
"DDX42"	"FXR1"	0.229752681595236	NA
"HNRNPM"	"FXR2"	0.229628154028694	NA
"FXR2"	"HNRNPM"	0.229628154028694	NA
"SLTM"	"DDX3X"	0.229621506566016	NA
"DDX3X"	"SLTM"	0.229621506566016	NA
"LARP7"	"FXR1"	0.229227693839904	NA
"FXR1"	"LARP7"	0.229227693839904	NA
"SND1"	"LARP7"	0.229198161246976	NA
"LARP7"	"SND1"	0.229198161246976	NA
"ILF3"	"GNL3"	0.229015272272354	NA
"GNL3"	"ILF3"	0.229015272272354	NA
"HNRNPM"	"GNL3"	0.228348043301318	NA
"GNL3"	"HNRNPM"	0.228348043301318	NA
"GNL3"	"CSTF2T"	0.22813808234925	NA
"CSTF2T"	"GNL3"	0.22813808234925	NA
"NPM1"	"CSTF2T"	0.22813433069771	NA
"CSTF2T"	"NPM1"	0.22813433069771	NA
"NONO"	"AUH"	0.227771417959233	NA
"AUH"	"NONO"	0.227771417959233	NA
"HNRNPUL1"	"FXR1"	0.227643092011568	NA
"FXR1"	"HNRNPUL1"	0.227643092011568	NA
"RBM22"	"HNRNPU"	0.226625027067278	NA
"HNRNPU"	"RBM22"	0.226625027067278	NA
"NPM1"	"ILF3"	0.226607400020437	NA
"ILF3"	"NPM1"	0.226607400020437	NA
"HNRNPU"	"EIF4G2"	0.226212440600605	NA
"EIF4G2"	"HNRNPU"	0.226212440600605	NA
"RBM22"	"EIF4G2"	0.226206435455667	NA
"EIF4G2"	"RBM22"	0.226206435455667	NA
"XRN2"	"NPM1"	0.226128764755468	NA
"NPM1"	"XRN2"	0.226128764755468	NA
"SND1"	"AUH"	0.226125201077571	NA
"AUH"	"SND1"	0.226125201077571	NA
"U2AF1"	"FXR2"	0.225656404357124	NA
"FXR2"	"U2AF1"	0.225656404357124	NA
"HNRNPUL1"	"HNRNPM"	0.225267745228831	NA
"HNRNPM"	"HNRNPUL1"	0.225267745228831	NA
"TARDBP"	"RBM22"	0.225261962766409	NA
"RBM22"	"TARDBP"	0.225261962766409	NA
"KHDRBS1"	"EIF4G2"	0.225213743885684	NA
"EIF4G2"	"KHDRBS1"	0.225213743885684	NA
"RBM22"	"HNRNPA1"	0.224509770681423	NA
"HNRNPA1"	"RBM22"	0.224509770681423	NA
"FXR1"	"AUH"	0.224209822403038	NA
"AUH"	"FXR1"	0.224209822403038	NA
"IGF2BP2"	"AUH"	0.224093567010829	NA
"AUH"	"IGF2BP2"	0.224093567010829	NA
"NPM1"	"HNRNPU"	0.224036422298959	"TRUE"
"HNRNPU"	"NPM1"	0.224036422298959	"TRUE"
"TNRC6A"	"SLBP"	0.223886558254609	NA
"SLBP"	"TNRC6A"	0.223886558254609	NA
"SND1"	"HNRNPA1"	0.223406108518489	NA
"HNRNPA1"	"SND1"	0.223406108518489	NA
"SBDS"	"CPSF6"	0.223207276690263	NA
"CPSF6"	"SBDS"	0.223207276690263	NA
"RBM22"	"CPSF6"	0.223063734890416	NA
"CPSF6"	"RBM22"	0.223063734890416	NA
"TAF15"	"RBM22"	0.222906705002371	NA
"RBM22"	"TAF15"	0.222906705002371	NA
"XRN2"	"FXR1"	0.222894653476268	NA
"FXR1"	"XRN2"	0.222894653476268	NA
"TRA2A"	"HNRNPA1"	0.222665063545716	NA
"HNRNPA1"	"TRA2A"	0.222665063545716	NA
"PTBP1"	"KHDRBS1"	0.222549897588912	NA
"KHDRBS1"	"PTBP1"	0.222549897588912	NA
"NPM1"	"IGF2BP2"	0.222502605942426	NA
"IGF2BP2"	"NPM1"	0.222502605942426	NA
"HNRNPK"	"DGCR8"	0.221898206427355	NA
"DGCR8"	"HNRNPK"	0.221898206427355	NA
"ILF3"	"EIF4G2"	0.221877140190184	NA
"EIF4G2"	"ILF3"	0.221877140190184	NA
"FAM120A"	"AUH"	0.221830066778065	NA
"AUH"	"FAM120A"	0.221830066778065	NA
"HNRNPK"	"CSTF2T"	0.221734752500353	NA
"CSTF2T"	"HNRNPK"	0.221734752500353	NA
"XRN2"	"ILF3"	0.22162514690453	NA
"ILF3"	"XRN2"	0.22162514690453	NA
"LARP7"	"HNRNPUL1"	0.221594898098872	NA
"HNRNPUL1"	"LARP7"	0.221594898098872	NA
"SLBP"	"DGCR8"	0.221216215425138	NA
"DGCR8"	"SLBP"	0.221216215425138	NA
"KHDRBS1"	"DDX42"	0.221073212105245	NA
"DDX42"	"KHDRBS1"	0.221073212105245	NA
"CSTF2T"	"AUH"	0.221029642889345	NA
"AUH"	"CSTF2T"	0.221029642889345	NA
"XRN2"	"SAFB2"	0.22100824720567	NA
"SAFB2"	"XRN2"	0.22100824720567	NA
"SLBP"	"RBM27"	0.220967321035481	NA
"RBM27"	"SLBP"	0.220967321035481	NA
"NPM1"	"IGF2BP1"	0.220752441593083	NA
"IGF2BP1"	"NPM1"	0.220752441593083	NA
"LARP7"	"CSTF2T"	0.22074131463698	NA
"CSTF2T"	"LARP7"	0.22074131463698	NA
"PTBP1"	"LIN28B"	0.22067608023624	NA
"LIN28B"	"PTBP1"	0.22067608023624	NA
"RBM22"	"CSTF2T"	0.220569803216685	NA
"CSTF2T"	"RBM22"	0.220569803216685	NA
"PTBP1"	"IGF2BP1"	0.220369781135739	NA
"IGF2BP1"	"PTBP1"	0.220369781135739	NA
"TNRC6A"	"HNRNPM"	0.220206294025241	NA
"HNRNPM"	"TNRC6A"	0.220206294025241	NA
"RBM27"	"HNRNPK"	0.219476046344946	NA
"HNRNPK"	"RBM27"	0.219476046344946	NA
"TAF15"	"DDX3X"	0.219376955085149	NA
"DDX3X"	"TAF15"	0.219376955085149	NA
"IGF2BP1"	"GTF2F1"	0.219186531283977	NA
"GTF2F1"	"IGF2BP1"	0.219186531283977	NA
"SBDS"	"KHDRBS1"	0.218937298331314	NA
"KHDRBS1"	"SBDS"	0.218937298331314	NA
"SBDS"	"HNRNPU"	0.218665289562249	NA
"HNRNPU"	"SBDS"	0.218665289562249	NA
"SRSF1"	"SAFB2"	0.21865624498922	NA
"SAFB2"	"SRSF1"	0.21865624498922	NA
"SND1"	"PRPF8"	0.218270665727877	"TRUE"
"PRPF8"	"SND1"	0.218270665727877	NA
"TARDBP"	"NONO"	0.218224658718456	NA
"NONO"	"TARDBP"	0.218224658718456	NA
"PTBP1"	"HNRNPA1"	0.217700139810679	"TRUE"
"HNRNPA1"	"PTBP1"	0.217700139810679	"TRUE"
"SLBP"	"DDX42"	0.217663402119546	NA
"DDX42"	"SLBP"	0.217663402119546	NA
"SBDS"	"DDX3X"	0.217303264308774	NA
"DDX3X"	"SBDS"	0.217303264308774	NA
"LSM11"	"AUH"	0.216933070455902	NA
"AUH"	"LSM11"	0.216933070455902	NA
"ILF3"	"CPSF6"	0.216756988351345	NA
"CPSF6"	"ILF3"	0.216756988351345	NA
"U2AF1"	"FMR1"	0.216462628425831	NA
"FMR1"	"U2AF1"	0.216462628425831	NA
"HNRNPK"	"AUH"	0.215832172722981	NA
"AUH"	"HNRNPK"	0.215832172722981	NA
"HNRNPM"	"FAM120A"	0.215628263193778	NA
"FAM120A"	"HNRNPM"	0.215628263193778	NA
"XRN2"	"U2AF2"	0.215496884406344	NA
"U2AF2"	"XRN2"	0.215496884406344	NA
"SBDS"	"CSTF2T"	0.215492655064296	NA
"CSTF2T"	"SBDS"	0.215492655064296	NA
"FXR1"	"CSTF2T"	0.215421688049324	NA
"CSTF2T"	"FXR1"	0.215421688049324	NA
"SBDS"	"LIN28B"	0.215339866476511	NA
"LIN28B"	"SBDS"	0.215339866476511	NA
"HNRNPUL1"	"AUH"	0.215254949130273	NA
"AUH"	"HNRNPUL1"	0.215254949130273	NA
"LARP7"	"IGF2BP2"	0.214808956094432	NA
"IGF2BP2"	"LARP7"	0.214808956094432	NA
"U2AF1"	"TRA2A"	0.214672752075521	NA
"TRA2A"	"U2AF1"	0.214672752075521	NA
"TARDBP"	"HNRNPU"	0.214462916658423	"TRUE"
"HNRNPU"	"TARDBP"	0.214462916658423	NA
"LIN28B"	"DGCR8"	0.214291766819534	NA
"DGCR8"	"LIN28B"	0.214291766819534	NA
"LSM11"	"HNRNPM"	0.213912724657406	NA
"HNRNPM"	"LSM11"	0.213912724657406	NA
"LARP7"	"ILF3"	0.213877529327297	NA
"ILF3"	"LARP7"	0.213877529327297	NA
"U2AF1"	"EIF4G2"	0.213689539715216	NA
"EIF4G2"	"U2AF1"	0.213689539715216	NA
"SRSF1"	"HNRNPM"	0.213638577436375	NA
"HNRNPM"	"SRSF1"	0.213638577436375	"TRUE"
"RBM22"	"DDX42"	0.213589917183776	NA
"DDX42"	"RBM22"	0.213589917183776	NA
"HNRNPM"	"HNRNPA1"	0.213476094331019	"TRUE"
"HNRNPA1"	"HNRNPM"	0.213476094331019	"TRUE"
"SAFB2"	"FXR1"	0.213131751600511	NA
"FXR1"	"SAFB2"	0.213131751600511	NA
"TAF15"	"LIN28B"	0.212804529654731	NA
"LIN28B"	"TAF15"	0.212804529654731	NA
"SRSF1"	"LARP7"	0.212580594960967	NA
"LARP7"	"SRSF1"	0.212580594960967	NA
"TARDBP"	"SLBP"	0.212542470271314	NA
"SLBP"	"TARDBP"	0.212542470271314	NA
"SMNDC1"	"IGF2BP1"	0.212510201394445	NA
"IGF2BP1"	"SMNDC1"	0.212510201394445	NA
"U2AF2"	"SRSF1"	0.212147064666425	NA
"SRSF1"	"U2AF2"	0.212147064666425	"TRUE"
"XRN2"	"RBM22"	0.212086169151825	NA
"RBM22"	"XRN2"	0.212086169151825	NA
"KHDRBS1"	"FXR1"	0.212049964086737	NA
"FXR1"	"KHDRBS1"	0.212049964086737	NA
"TRA2A"	"AUH"	0.211428813877665	NA
"AUH"	"TRA2A"	0.211428813877665	NA
"TROVE2"	"HNRNPK"	0.210955760293235	NA
"HNRNPK"	"TROVE2"	0.210955760293235	NA
"HNRNPA1"	"FXR1"	0.210907982587861	NA
"FXR1"	"HNRNPA1"	0.210907982587861	NA
"SND1"	"HNRNPU"	0.210572768505291	"TRUE"
"HNRNPU"	"SND1"	0.210572768505291	"TRUE"
"TARDBP"	"LARP7"	0.210009697981118	NA
"LARP7"	"TARDBP"	0.210009697981118	NA
"TAF15"	"HNRNPM"	0.209952267935271	NA
"HNRNPM"	"TAF15"	0.209952267935271	NA
"FMR1"	"CSTF2T"	0.209756331171035	NA
"CSTF2T"	"FMR1"	0.209756331171035	NA
"RBM27"	"LIN28B"	0.209278344186498	NA
"LIN28B"	"RBM27"	0.209278344186498	NA
"U2AF1"	"CPSF6"	0.209150465518723	NA
"CPSF6"	"U2AF1"	0.209150465518723	NA
"SRSF1"	"HNRNPA1"	0.208814037111936	NA
"HNRNPA1"	"SRSF1"	0.208814037111936	"TRUE"
"SLBP"	"SAFB2"	0.208768123064725	NA
"SAFB2"	"SLBP"	0.208768123064725	NA
"HNRNPU"	"GNL3"	0.208677196495193	"TRUE"
"GNL3"	"HNRNPU"	0.208677196495193	NA
"SMNDC1"	"ILF3"	0.208434342375055	NA
"ILF3"	"SMNDC1"	0.208434342375055	NA
"XRN2"	"SBDS"	0.208074353442361	NA
"SBDS"	"XRN2"	0.208074353442361	NA
"SMNDC1"	"HNRNPU"	0.207954621248084	NA
"HNRNPU"	"SMNDC1"	0.207954621248084	NA
"LSM11"	"LARP7"	0.207576108823687	NA
"LARP7"	"LSM11"	0.207576108823687	NA
"LSM11"	"DDX3X"	0.207511751580047	NA
"DDX3X"	"LSM11"	0.207511751580047	NA
"PTBP1"	"HNRNPU"	0.206951621839827	NA
"HNRNPU"	"PTBP1"	0.206951621839827	"TRUE"
"PTBP1"	"AUH"	0.206883146871215	NA
"AUH"	"PTBP1"	0.206883146871215	NA
"NONO"	"FXR1"	0.20672226735608	NA
"FXR1"	"NONO"	0.20672226735608	NA
"SMNDC1"	"SBDS"	0.206579226433668	NA
"SBDS"	"SMNDC1"	0.206579226433668	NA
"YWHAG"	"U2AF1"	0.206310776912783	NA
"U2AF1"	"YWHAG"	0.206310776912783	NA
"SMNDC1"	"HNRNPA1"	0.205953568682061	NA
"HNRNPA1"	"SMNDC1"	0.205953568682061	NA
"RBM22"	"HNRNPM"	0.205708796575145	NA
"HNRNPM"	"RBM22"	0.205708796575145	NA
"FXR2"	"CSTF2T"	0.205548285219819	NA
"CSTF2T"	"FXR2"	0.205548285219819	NA
"CPSF6"	"AUH"	0.205484454606876	NA
"AUH"	"CPSF6"	0.205484454606876	NA
"SBDS"	"HNRNPA1"	0.205466250351753	NA
"HNRNPA1"	"SBDS"	0.205466250351753	NA
"U2AF1"	"IGF2BP2"	0.205018497023529	NA
