"Var1"	"Var2"	"value"	"T"
"CPSF6"	"FMR1"	0.296150545574752	NA
"FXR1"	"DDX3X"	0.296120580227497	NA
"DDX3X"	"FXR1"	0.296120580227497	NA
"TNRC6A"	"LARP7"	0.29578676044875	NA
"LARP7"	"TNRC6A"	0.29578676044875	NA
"GNL3"	"DDX3X"	0.295698979010879	NA
"DDX3X"	"GNL3"	0.295698979010879	NA
"SLTM"	"FXR1"	0.295609528074961	NA
"FXR1"	"SLTM"	0.295609528074961	NA
"DGCR8"	"CSTF2T"	0.295070254452402	NA
"CSTF2T"	"DGCR8"	0.295070254452402	NA
"TROVE2"	"SMNDC1"	0.294826700343823	NA
"SMNDC1"	"TROVE2"	0.294826700343823	NA
"YWHAG"	"CSTF2T"	0.294268880231361	NA
"CSTF2T"	"YWHAG"	0.294268880231361	NA
"TNRC6A"	"LSM11"	0.294235127926074	NA
"LSM11"	"TNRC6A"	0.294235127926074	NA
"RBM27"	"FXR2"	0.29422461152169	NA
"FXR2"	"RBM27"	0.29422461152169	NA
"XRN2"	"CSTF2T"	0.293387322002547	NA
"CSTF2T"	"XRN2"	0.293387322002547	NA
"TARDBP"	"TAF15"	0.293157208979519	NA
"TAF15"	"TARDBP"	0.293157208979519	NA
"NPM1"	"KHDRBS1"	0.293061567078177	NA
"KHDRBS1"	"NPM1"	0.293061567078177	NA
"HNRNPM"	"GTF2F1"	0.292892184758053	NA
"GTF2F1"	"HNRNPM"	0.292892184758053	NA
"LIN28B"	"IGF2BP2"	0.292537679252417	NA
"IGF2BP2"	"LIN28B"	0.292537679252417	NA
"SMNDC1"	"LSM11"	0.292138086912198	NA
"LSM11"	"SMNDC1"	0.292138086912198	NA
"TARDBP"	"GTF2F1"	0.291743550779111	NA
"GTF2F1"	"TARDBP"	0.291743550779111	NA
"HNRNPUL1"	"CPSF6"	0.291586259796063	NA
"CPSF6"	"HNRNPUL1"	0.291586259796063	NA
"DDX42"	"CPSF6"	0.291577285567593	NA
"CPSF6"	"DDX42"	0.291577285567593	NA
"EIF4G2"	"AUH"	0.291323612380328	NA
"AUH"	"EIF4G2"	0.291323612380328	NA
"SRSF1"	"SND1"	0.291290136342501	NA
"SND1"	"SRSF1"	0.291290136342501	NA
"SRSF1"	"LIN28B"	0.291147019439256	NA
"LIN28B"	"SRSF1"	0.291147019439256	NA
"YWHAG"	"DDX42"	0.290955893453141	NA
"DDX42"	"YWHAG"	0.290955893453141	NA
"SLTM"	"HNRNPA1"	0.290699296479399	NA
"HNRNPA1"	"SLTM"	0.290699296479399	NA
"TARDBP"	"RBM27"	0.290671734950904	NA
"RBM27"	"TARDBP"	0.290671734950904	NA
"SMNDC1"	"GTF2F1"	0.290645746897079	NA
"GTF2F1"	"SMNDC1"	0.290645746897079	NA
"PTBP1"	"GTF2F1"	0.290298040378923	NA
"GTF2F1"	"PTBP1"	0.290298040378923	NA
"FXR1"	"DGCR8"	0.289739291254286	NA
"DGCR8"	"FXR1"	0.289739291254286	NA
"TARDBP"	"FMR1"	0.289544615829796	NA
"FMR1"	"TARDBP"	0.289544615829796	NA
"SAFB2"	"CSTF2T"	0.289298438056284	NA
"CSTF2T"	"SAFB2"	0.289298438056284	NA
"RBM27"	"FXR1"	0.288988185191752	NA
"FXR1"	"RBM27"	0.288988185191752	NA
"SLBP"	"LARP7"	0.288795273212604	NA
"LARP7"	"SLBP"	0.288795273212604	NA
"TARDBP"	"SAFB2"	0.288746641085259	NA
"SAFB2"	"TARDBP"	0.288746641085259	NA
"TROVE2"	"SBDS"	0.288672829799211	NA
"SBDS"	"TROVE2"	0.288672829799211	NA
"TAF15"	"NPM1"	0.288414355971786	NA
"NPM1"	"TAF15"	0.288414355971786	NA
"NPM1"	"LARP7"	0.288359577947113	NA
"LARP7"	"NPM1"	0.288359577947113	NA
"NPM1"	"FXR1"	0.288221278979672	NA
"FXR1"	"NPM1"	0.288221278979672	NA
"SAFB2"	"GTF2F1"	0.288063988198918	NA
"GTF2F1"	"SAFB2"	0.288063988198918	NA
"LIN28B"	"FAM120A"	0.288060856357741	NA
"FAM120A"	"LIN28B"	0.288060856357741	NA
"XRN2"	"U2AF1"	0.287961494639902	NA
"U2AF1"	"XRN2"	0.287961494639902	NA
"DGCR8"	"CPSF6"	0.287899705090947	NA
"CPSF6"	"DGCR8"	0.287899705090947	NA
"CSTF2T"	"CPSF6"	0.287662360475432	NA
"CPSF6"	"CSTF2T"	0.287662360475432	NA
"PTBP1"	"LSM11"	0.287512986397718	NA
"LSM11"	"PTBP1"	0.287512986397718	NA
"LSM11"	"DGCR8"	0.287452386554059	NA
"DGCR8"	"LSM11"	0.287452386554059	NA
"LARP7"	"FMR1"	0.287251170809874	NA
"FMR1"	"LARP7"	0.287251170809874	NA
"SAFB2"	"NPM1"	0.287227787082869	NA
"NPM1"	"SAFB2"	0.287227787082869	NA
"RBM22"	"HNRNPUL1"	0.287195331524246	"TRUE"
"HNRNPUL1"	"RBM22"	0.287195331524246	"TRUE"
"ILF3"	"DGCR8"	0.287082042807027	NA
"DGCR8"	"ILF3"	0.287082042807027	"TRUE"
"EIF4G2"	"CSTF2T"	0.286878133827608	NA
"CSTF2T"	"EIF4G2"	0.286878133827608	NA
"RBM27"	"IGF2BP2"	0.286845184491841	NA
"IGF2BP2"	"RBM27"	0.286845184491841	NA
"LARP7"	"FXR2"	0.286757552927647	NA
"FXR2"	"LARP7"	0.286757552927647	NA
"SLTM"	"LARP7"	0.286166520382573	NA
"LARP7"	"SLTM"	0.286166520382573	NA
"SLTM"	"AUH"	0.285853042244834	NA
"AUH"	"SLTM"	0.285853042244834	NA
"HNRNPA1"	"CSTF2T"	0.285816472343766	NA
"CSTF2T"	"HNRNPA1"	0.285816472343766	NA
"RBM27"	"NPM1"	0.285503428828123	NA
"NPM1"	"RBM27"	0.285503428828123	NA
"LSM11"	"HNRNPUL1"	0.285240699838217	NA
"HNRNPUL1"	"LSM11"	0.285240699838217	NA
"SMNDC1"	"EIF4G2"	0.285202129795237	NA
"EIF4G2"	"SMNDC1"	0.285202129795237	NA
"YWHAG"	"IGF2BP2"	0.285195862708809	NA
"IGF2BP2"	"YWHAG"	0.285195862708809	NA
"TROVE2"	"DDX42"	0.284961408934885	NA
"DDX42"	"TROVE2"	0.284961408934885	NA
"TROVE2"	"KHDRBS1"	0.284667184192691	NA
"KHDRBS1"	"TROVE2"	0.284667184192691	NA
"NPM1"	"FXR2"	0.284553177434632	NA
"FXR2"	"NPM1"	0.284553177434632	NA
"U2AF1"	"SMNDC1"	0.283942301464433	NA
"SMNDC1"	"U2AF1"	0.283942301464433	NA
"RBM22"	"NPM1"	0.28340621706725	NA
"NPM1"	"RBM22"	0.28340621706725	NA
"TRA2A"	"SND1"	0.283166985895407	NA
"SND1"	"TRA2A"	0.283166985895407	NA
"GTF2F1"	"FXR2"	0.282757938067369	NA
"FXR2"	"GTF2F1"	0.282757938067369	NA
"RBM27"	"PTBP1"	0.282688688302004	NA
"PTBP1"	"RBM27"	0.282688688302004	NA
"SMNDC1"	"FXR1"	0.282645820879992	NA
"FXR1"	"SMNDC1"	0.282645820879992	NA
"LSM11"	"EIF4G2"	0.282640565502727	NA
"EIF4G2"	"LSM11"	0.282640565502727	NA
"SND1"	"NPM1"	0.282465139665756	NA
"NPM1"	"SND1"	0.282465139665756	"TRUE"
"PTBP1"	"FXR2"	0.282261144657521	NA
"FXR2"	"PTBP1"	0.282261144657521	NA
"TNRC6A"	"HNRNPUL1"	0.282078253252276	NA
"HNRNPUL1"	"TNRC6A"	0.282078253252276	NA
"TNRC6A"	"DDX42"	0.282022896214246	NA
"DDX42"	"TNRC6A"	0.282022896214246	NA
"GTF2F1"	"FXR1"	0.281793286473043	NA
"FXR1"	"GTF2F1"	0.281793286473043	NA
"TROVE2"	"EIF4G2"	0.281358237598506	NA
"EIF4G2"	"TROVE2"	0.281358237598506	NA
"XRN2"	"TROVE2"	0.281319266823403	NA
"TROVE2"	"XRN2"	0.281319266823403	NA
"LIN28B"	"IGF2BP1"	0.281223753693558	NA
"IGF2BP1"	"LIN28B"	0.281223753693558	NA
"NPM1"	"FAM120A"	0.281159409789213	NA
"FAM120A"	"NPM1"	0.281159409789213	NA
"RBM27"	"CPSF6"	0.280681517106311	NA
"CPSF6"	"RBM27"	0.280681517106311	NA
"TARDBP"	"SMNDC1"	0.280523312709627	NA
"SMNDC1"	"TARDBP"	0.280523312709627	NA
"NONO"	"LSM11"	0.280490170096098	NA
"LSM11"	"NONO"	0.280490170096098	NA
"TAF15"	"ILF3"	0.280457540753743	NA
"ILF3"	"TAF15"	0.280457540753743	NA
"TROVE2"	"DDX3X"	0.280307312124571	NA
"DDX3X"	"TROVE2"	0.280307312124571	NA
"YWHAG"	"AUH"	0.280146787528825	NA
"AUH"	"YWHAG"	0.280146787528825	NA
"IGF2BP1"	"DDX3X"	0.27997306074446	NA
"DDX3X"	"IGF2BP1"	0.27997306074446	NA
"KHDRBS1"	"GTF2F1"	0.27966254791914	NA
"GTF2F1"	"KHDRBS1"	0.27966254791914	NA
"TNRC6A"	"NONO"	0.279470987351405	NA
"NONO"	"TNRC6A"	0.279470987351405	NA
"SMNDC1"	"DGCR8"	0.279470509008348	NA
"DGCR8"	"SMNDC1"	0.279470509008348	NA
"YWHAG"	"DDX3X"	0.279259602656812	NA
"DDX3X"	"YWHAG"	0.279259602656812	NA
"SMNDC1"	"CPSF6"	0.279184261015602	NA
"CPSF6"	"SMNDC1"	0.279184261015602	NA
"SBDS"	"FAM120A"	0.279118751251094	NA
"FAM120A"	"SBDS"	0.279118751251094	NA
"TARDBP"	"DGCR8"	0.279039397902023	NA
"DGCR8"	"TARDBP"	0.279039397902023	NA
"XRN2"	"FXR2"	0.27868676653476	NA
"FXR2"	"XRN2"	0.27868676653476	NA
"RBM27"	"FMR1"	0.27859511407481	NA
"FMR1"	"RBM27"	0.27859511407481	NA
"GNL3"	"DDX42"	0.278408367306343	NA
"DDX42"	"GNL3"	0.278408367306343	NA
"SBDS"	"RBM22"	0.278040767444719	NA
"RBM22"	"SBDS"	0.278040767444719	NA
"YWHAG"	"KHDRBS1"	0.277511019582227	NA
"KHDRBS1"	"YWHAG"	0.277511019582227	NA
"PTBP1"	"FXR1"	0.277434724973766	NA
"FXR1"	"PTBP1"	0.277434724973766	NA
"FXR2"	"DDX42"	0.277179039916435	NA
"DDX42"	"FXR2"	0.277179039916435	NA
"XRN2"	"RBM27"	0.277103662487737	NA
"RBM27"	"XRN2"	0.277103662487737	NA
"YWHAG"	"XRN2"	0.276882449241366	NA
"XRN2"	"YWHAG"	0.276882449241366	NA
"LIN28B"	"GNL3"	0.276875807097141	NA
"GNL3"	"LIN28B"	0.276875807097141	NA
"XRN2"	"PTBP1"	0.276828020175465	NA
"PTBP1"	"XRN2"	0.276828020175465	NA
"SLTM"	"SBDS"	0.276822307265862	NA
"SBDS"	"SLTM"	0.276822307265862	NA
"LSM11"	"FXR1"	0.276674831303428	NA
"FXR1"	"LSM11"	0.276674831303428	NA
"TARDBP"	"FAM120A"	0.276588613654481	"TRUE"
"FAM120A"	"TARDBP"	0.276588613654481	NA
"SMNDC1"	"PTBP1"	0.276527979729323	NA
"PTBP1"	"SMNDC1"	0.276527979729323	NA
"TNRC6A"	"DDX3X"	0.27647313003195	NA
"DDX3X"	"TNRC6A"	0.27647313003195	NA
"SLBP"	"GNL3"	0.276437170951453	NA
"GNL3"	"SLBP"	0.276437170951453	NA
"RBM27"	"ILF3"	0.276360176930389	NA
"ILF3"	"RBM27"	0.276360176930389	NA
"KHDRBS1"	"GNL3"	0.276019834775381	NA
"GNL3"	"KHDRBS1"	0.276019834775381	NA
"RBM27"	"RBM22"	0.276000274822629	NA
"RBM22"	"RBM27"	0.276000274822629	NA
"SLTM"	"HNRNPM"	0.275977318362475	NA
"HNRNPM"	"SLTM"	0.275977318362475	NA
"TNRC6A"	"SMNDC1"	0.275855157532827	NA
"SMNDC1"	"TNRC6A"	0.275855157532827	NA
"DDX42"	"AUH"	0.275851943305728	NA
"AUH"	"DDX42"	0.275851943305728	NA
"DGCR8"	"AUH"	0.275678486326686	NA
"AUH"	"DGCR8"	0.275678486326686	NA
"TAF15"	"GNL3"	0.275654091275906	NA
"GNL3"	"TAF15"	0.275654091275906	NA
"YWHAG"	"LIN28B"	0.27557938137485	NA
"LIN28B"	"YWHAG"	0.27557938137485	NA
"LSM11"	"ILF3"	0.275543974140258	NA
"ILF3"	"LSM11"	0.275543974140258	NA
"RBM22"	"GNL3"	0.275166878092876	NA
"GNL3"	"RBM22"	0.275166878092876	NA
"LARP7"	"GTF2F1"	0.275005527476831	NA
"GTF2F1"	"LARP7"	0.275005527476831	NA
"RBM27"	"CSTF2T"	0.274960883087126	NA
"CSTF2T"	"RBM27"	0.274960883087126	NA
"ILF3"	"FAM120A"	0.27491753091599	NA
"FAM120A"	"ILF3"	0.27491753091599	NA
"SLBP"	"NPM1"	0.274497586416727	NA
"NPM1"	"SLBP"	0.274497586416727	NA
"TRA2A"	"SAFB2"	0.274484177649363	NA
"SAFB2"	"TRA2A"	0.274484177649363	NA
"PTBP1"	"HNRNPUL1"	0.274410113683479	NA
"HNRNPUL1"	"PTBP1"	0.274410113683479	NA
"SMNDC1"	"FXR2"	0.274350344640598	NA
"FXR2"	"SMNDC1"	0.274350344640598	NA
"TAF15"	"NONO"	0.27407847300821	NA
"NONO"	"TAF15"	0.27407847300821	NA
"TAF15"	"EIF4G2"	0.273982168694265	NA
"EIF4G2"	"TAF15"	0.273982168694265	NA
"SMNDC1"	"SLTM"	0.273902181447873	NA
"SLTM"	"SMNDC1"	0.273902181447873	NA
"SBDS"	"FXR2"	0.273756547304448	NA
"FXR2"	"SBDS"	0.273756547304448	NA
"TRA2A"	"FAM120A"	0.273449700492568	NA
"FAM120A"	"TRA2A"	0.273449700492568	NA
"SRSF1"	"DDX3X"	0.273405862275925	NA
"DDX3X"	"SRSF1"	0.273405862275925	NA
"GTF2F1"	"AUH"	0.273307310833953	NA
"AUH"	"GTF2F1"	0.273307310833953	NA
"SND1"	"SBDS"	0.273139743241138	NA
"SBDS"	"SND1"	0.273139743241138	NA
"TNRC6A"	"TAF15"	0.273096878960246	NA
"TAF15"	"TNRC6A"	0.273096878960246	NA
"EIF4G2"	"DDX3X"	0.27279519051796	NA
"DDX3X"	"EIF4G2"	0.27279519051796	NA
"XRN2"	"DGCR8"	0.272308127956993	NA
"DGCR8"	"XRN2"	0.272308127956993	NA
"YWHAG"	"HNRNPA1"	0.272302293375003	NA
"HNRNPA1"	"YWHAG"	0.272302293375003	NA
"TROVE2"	"FXR2"	0.272275881538859	NA
"FXR2"	"TROVE2"	0.272275881538859	NA
"SBDS"	"GTF2F1"	0.272077668560925	NA
"GTF2F1"	"SBDS"	0.272077668560925	NA
"TROVE2"	"FMR1"	0.272024116657666	NA
"FMR1"	"TROVE2"	0.272024116657666	NA
"NPM1"	"HNRNPUL1"	0.271941985778827	NA
"HNRNPUL1"	"NPM1"	0.271941985778827	NA
"YWHAG"	"RBM22"	0.271766517996287	NA
"RBM22"	"YWHAG"	0.271766517996287	NA
"SND1"	"SLTM"	0.271755032915793	NA
"SLTM"	"SND1"	0.271755032915793	NA
"SMNDC1"	"DDX42"	0.27167847194837	NA
"DDX42"	"SMNDC1"	0.27167847194837	NA
"SAFB2"	"EIF4G2"	0.271490308608872	NA
"EIF4G2"	"SAFB2"	0.271490308608872	NA
"SLTM"	"KHDRBS1"	0.271094151782449	NA
"KHDRBS1"	"SLTM"	0.271094151782449	NA
"PTBP1"	"FAM120A"	0.27083422954632	NA
"FAM120A"	"PTBP1"	0.27083422954632	NA
"TNRC6A"	"AUH"	0.27074001766358	NA
"AUH"	"TNRC6A"	0.27074001766358	NA
"TAF15"	"DGCR8"	0.270648368033165	NA
"DGCR8"	"TAF15"	0.270648368033165	NA
"TRA2A"	"GTF2F1"	0.270615192285416	NA
"GTF2F1"	"TRA2A"	0.270615192285416	NA
"FXR2"	"DGCR8"	0.270468158469974	NA
"DGCR8"	"FXR2"	0.270468158469974	NA
"SLTM"	"HNRNPU"	0.270288619246698	NA
"HNRNPU"	"SLTM"	0.270288619246698	NA
"NPM1"	"FMR1"	0.270121093941195	NA
"FMR1"	"NPM1"	0.270121093941195	NA
"FMR1"	"DGCR8"	0.270117396420859	NA
"DGCR8"	"FMR1"	0.270117396420859	NA
"XRN2"	"LSM11"	0.269922990221627	NA
"LSM11"	"XRN2"	0.269922990221627	NA
"RBM22"	"KHDRBS1"	0.269525807887082	NA
"KHDRBS1"	"RBM22"	0.269525807887082	NA
"LSM11"	"HNRNPA1"	0.269380838594031	NA
"HNRNPA1"	"LSM11"	0.269380838594031	NA
"DDX42"	"CSTF2T"	0.269155776744071	NA
"CSTF2T"	"DDX42"	0.269155776744071	NA
"ILF3"	"HNRNPUL1"	0.268723542771539	NA
"HNRNPUL1"	"ILF3"	0.268723542771539	NA
"IGF2BP2"	"GNL3"	0.268692206803083	NA
"GNL3"	"IGF2BP2"	0.268692206803083	NA
"TAF15"	"PTBP1"	0.26835259048772	NA
"PTBP1"	"TAF15"	0.26835259048772	NA
"TARDBP"	"DDX3X"	0.268327458900245	"TRUE"
"DDX3X"	"TARDBP"	0.268327458900245	NA
"TNRC6A"	"LIN28B"	0.268059003629461	NA
"LIN28B"	"TNRC6A"	0.268059003629461	NA
"NONO"	"GNL3"	0.26774363767159	NA
"GNL3"	"NONO"	0.26774363767159	NA
"SMNDC1"	"GNL3"	0.267438945139257	NA
"GNL3"	"SMNDC1"	0.267438945139257	NA
"HNRNPUL1"	"DDX42"	0.267394389423976	NA
"DDX42"	"HNRNPUL1"	0.267394389423976	NA
"NONO"	"EIF4G2"	0.267368570919162	NA
"EIF4G2"	"NONO"	0.267368570919162	NA
"NPM1"	"DDX42"	0.267235923197627	NA
"DDX42"	"NPM1"	0.267235923197627	NA
"HNRNPA1"	"CPSF6"	0.267124147362441	"TRUE"
"CPSF6"	"HNRNPA1"	0.267124147362441	NA
"LIN28B"	"EIF4G2"	0.267037232924522	NA
"EIF4G2"	"LIN28B"	0.267037232924522	NA
"TARDBP"	"KHDRBS1"	0.266738155101563	NA
"KHDRBS1"	"TARDBP"	0.266738155101563	NA
"HNRNPUL1"	"FAM120A"	0.266702257739932	NA
"FAM120A"	"HNRNPUL1"	0.266702257739932	NA
"HNRNPUL1"	"EIF4G2"	0.266697118125166	NA
"EIF4G2"	"HNRNPUL1"	0.266697118125166	NA
"TROVE2"	"PTBP1"	0.266598543965826	NA
"PTBP1"	"TROVE2"	0.266598543965826	NA
"SLBP"	"AUH"	0.266447755259914	NA
"AUH"	"SLBP"	0.266447755259914	NA
"TROVE2"	"NPM1"	0.266443016463442	NA
"NPM1"	"TROVE2"	0.266443016463442	NA
"RBM27"	"LARP7"	0.266252527418405	NA
"LARP7"	"RBM27"	0.266252527418405	NA
"TROVE2"	"HNRNPA1"	0.266112658468115	NA
"HNRNPA1"	"TROVE2"	0.266112658468115	NA
"LARP7"	"HNRNPM"	0.265874575001801	NA
"HNRNPM"	"LARP7"	0.265874575001801	NA
"RBM27"	"DDX42"	0.265612308075743	NA
"DDX42"	"RBM27"	0.265612308075743	NA
"TROVE2"	"IGF2BP2"	0.265611216996107	NA
"IGF2BP2"	"TROVE2"	0.265611216996107	NA
"SRSF1"	"LSM11"	0.265603050042769	NA
"LSM11"	"SRSF1"	0.265603050042769	NA
"ILF3"	"HNRNPU"	0.265462753934109	NA
"HNRNPU"	"ILF3"	0.265462753934109	"TRUE"
"XRN2"	"TRA2A"	0.26480690227876	NA
"TRA2A"	"XRN2"	0.26480690227876	NA
"XRN2"	"TNRC6A"	0.26476827750712	NA
"TNRC6A"	"XRN2"	0.26476827750712	NA
"XRN2"	"SND1"	0.264722552375872	NA
"SND1"	"XRN2"	0.264722552375872	NA
"TAF15"	"RBM27"	0.2647137335393	NA
"RBM27"	"TAF15"	0.2647137335393	NA
"HNRNPA1"	"EIF4G2"	0.264626291598768	NA
"EIF4G2"	"HNRNPA1"	0.264626291598768	NA
"TROVE2"	"CPSF6"	0.26440546865363	NA
"CPSF6"	"TROVE2"	0.26440546865363	NA
"SMNDC1"	"HNRNPUL1"	0.264120118197713	NA
"HNRNPUL1"	"SMNDC1"	0.264120118197713	NA
"LSM11"	"GNL3"	0.264070294173237	NA
"GNL3"	"LSM11"	0.264070294173237	NA
"RBM22"	"GTF2F1"	0.263713330803519	NA
"GTF2F1"	"RBM22"	0.263713330803519	NA
"FMR1"	"DDX42"	0.263555631675897	NA
"DDX42"	"FMR1"	0.263555631675897	NA
"NPM1"	"LSM11"	0.263524905810738	NA
"LSM11"	"NPM1"	0.263524905810738	NA
"TNRC6A"	"SRSF1"	0.263494170660392	NA
"SRSF1"	"TNRC6A"	0.263494170660392	NA
"SBDS"	"FMR1"	0.263364468616317	NA
"FMR1"	"SBDS"	0.263364468616317	NA
"KHDRBS1"	"CPSF6"	0.263248268211204	NA
"CPSF6"	"KHDRBS1"	0.263248268211204	NA
"TARDBP"	"HNRNPUL1"	0.263132002058405	"TRUE"
"HNRNPUL1"	"TARDBP"	0.263132002058405	NA
"TRA2A"	"SMNDC1"	0.262996047929372	NA
"SMNDC1"	"TRA2A"	0.262996047929372	NA
"IGF2BP2"	"DGCR8"	0.262953768863448	NA
"DGCR8"	"IGF2BP2"	0.262953768863448	NA
"TNRC6A"	"RBM22"	0.262788820356048	NA
"RBM22"	"TNRC6A"	0.262788820356048	NA
"IGF2BP1"	"EIF4G2"	0.262643477314312	NA
"EIF4G2"	"IGF2BP1"	0.262643477314312	NA
"YWHAG"	"ILF3"	0.262394590836359	NA
"ILF3"	"YWHAG"	0.262394590836359	NA
"HNRNPUL1"	"GNL3"	0.262347533020762	NA
"GNL3"	"HNRNPUL1"	0.262347533020762	NA
"SRSF1"	"GTF2F1"	0.262294555732871	NA
"GTF2F1"	"SRSF1"	0.262294555732871	NA
"YWHAG"	"IGF2BP1"	0.262263304371931	NA
"IGF2BP1"	"YWHAG"	0.262263304371931	NA
"ILF3"	"HNRNPK"	0.262083020807455	NA
"HNRNPK"	"ILF3"	0.262083020807455	"TRUE"
"SMNDC1"	"NONO"	0.261904565512203	NA
"NONO"	"SMNDC1"	0.261904565512203	NA
"TARDBP"	"LSM11"	0.261854568032266	NA
"LSM11"	"TARDBP"	0.261854568032266	NA
"NONO"	"DDX42"	0.261481459227477	NA
"DDX42"	"NONO"	0.261481459227477	NA
"XRN2"	"FMR1"	0.261360258712042	NA
"FMR1"	"XRN2"	0.261360258712042	NA
"TNRC6A"	"CSTF2T"	0.261172838138548	NA
"CSTF2T"	"TNRC6A"	0.261172838138548	NA
"TROVE2"	"RBM22"	0.261106991135274	NA
"RBM22"	"TROVE2"	0.261106991135274	NA
"IGF2BP2"	"CPSF6"	0.261100282915453	NA
"CPSF6"	"IGF2BP2"	0.261100282915453	NA
"IGF2BP1"	"GNL3"	0.260908584521411	NA
"GNL3"	"IGF2BP1"	0.260908584521411	NA
"RBM22"	"DGCR8"	0.260731413028963	NA
"DGCR8"	"RBM22"	0.260731413028963	NA
"U2AF1"	"DDX42"	0.260715711319206	NA
"DDX42"	"U2AF1"	0.260715711319206	NA
"XRN2"	"NONO"	0.260627172734624	NA
"NONO"	"XRN2"	0.260627172734624	NA
"XRN2"	"HNRNPUL1"	0.260520634323025	NA
"HNRNPUL1"	"XRN2"	0.260520634323025	NA
"HNRNPU"	"FAM120A"	0.260056643698078	"TRUE"
"FAM120A"	"HNRNPU"	0.260056643698078	NA
"SMNDC1"	"NPM1"	0.260048056043069	NA
"NPM1"	"SMNDC1"	0.260048056043069	NA
"TAF15"	"FAM120A"	0.259883962189372	NA
"FAM120A"	"TAF15"	0.259883962189372	NA
"GTF2F1"	"FMR1"	0.259742679094467	NA
"FMR1"	"GTF2F1"	0.259742679094467	NA
"SBDS"	"NONO"	0.259397893287519	NA
"NONO"	"SBDS"	0.259397893287519	NA
"SLTM"	"IGF2BP2"	0.259352404487366	NA
"IGF2BP2"	"SLTM"	0.259352404487366	NA
"FXR2"	"AUH"	0.259273427061979	NA
"AUH"	"FXR2"	0.259273427061979	NA
"SLTM"	"ILF3"	0.258905404388038	NA
"ILF3"	"SLTM"	0.258905404388038	NA
"IGF2BP2"	"GTF2F1"	0.258733508008455	NA
"GTF2F1"	"IGF2BP2"	0.258733508008455	NA
"NONO"	"FAM120A"	0.25866749597799	NA
"FAM120A"	"NONO"	0.25866749597799	NA
"SMNDC1"	"DDX3X"	0.25857507347687	NA
"DDX3X"	"SMNDC1"	0.25857507347687	NA
"XRN2"	"LARP7"	0.258399833071151	NA
"LARP7"	"XRN2"	0.258399833071151	NA
"LSM11"	"DDX42"	0.258335229707645	NA
"DDX42"	"LSM11"	0.258335229707645	NA
"RBM27"	"KHDRBS1"	0.258133422392241	NA
"KHDRBS1"	"RBM27"	0.258133422392241	NA
"SRSF1"	"PRPF8"	0.258096007488574	NA
"PRPF8"	"SRSF1"	0.258096007488574	NA
"SBDS"	"ILF3"	0.257859244318542	NA
"ILF3"	"SBDS"	0.257859244318542	NA
"SAFB2"	"FAM120A"	0.257721357188376	NA
"FAM120A"	"SAFB2"	0.257721357188376	NA
"SMNDC1"	"FMR1"	0.257684210584304	NA
"FMR1"	"SMNDC1"	0.257684210584304	NA
"HNRNPM"	"CSTF2T"	0.257476897310831	NA
"CSTF2T"	"HNRNPM"	0.257476897310831	NA
"RBM27"	"IGF2BP1"	0.257189948007913	NA
"IGF2BP1"	"RBM27"	0.257189948007913	NA
"NONO"	"ILF3"	0.25690609302827	NA
"ILF3"	"NONO"	0.25690609302827	NA
"NONO"	"HNRNPU"	0.256878199215223	NA
"HNRNPU"	"NONO"	0.256878199215223	"TRUE"
"KHDRBS1"	"FAM120A"	0.25668163287085	NA
"FAM120A"	"KHDRBS1"	0.25668163287085	NA
"TROVE2"	"TARDBP"	0.256567953774454	NA
"TARDBP"	"TROVE2"	0.256567953774454	NA
"TRA2A"	"DGCR8"	0.256529866180474	NA
"DGCR8"	"TRA2A"	0.256529866180474	NA
"SBDS"	"FXR1"	0.256237693360692	NA
"FXR1"	"SBDS"	0.256237693360692	NA
"XRN2"	"TARDBP"	0.256047065886523	"TRUE"
"TARDBP"	"XRN2"	0.256047065886523	"TRUE"
"TARDBP"	"SBDS"	0.25582000221257	NA
"SBDS"	"TARDBP"	0.25582000221257	NA
"TRA2A"	"LSM11"	0.255747348024919	NA
"LSM11"	"TRA2A"	0.255747348024919	NA
"NONO"	"HNRNPA1"	0.255570478505225	NA
"HNRNPA1"	"NONO"	0.255570478505225	"TRUE"
"DDX3X"	"CPSF6"	0.255570367186632	NA
"CPSF6"	"DDX3X"	0.255570367186632	NA
"XRN2"	"FAM120A"	0.255462474687174	NA
"FAM120A"	"XRN2"	0.255462474687174	NA
"TROVE2"	"HNRNPU"	0.25519722923282	NA
"HNRNPU"	"TROVE2"	0.25519722923282	NA
"SMNDC1"	"FAM120A"	0.255182404375256	NA
"FAM120A"	"SMNDC1"	0.255182404375256	NA
"HNRNPA1"	"DDX42"	0.255024716708502	NA
"DDX42"	"HNRNPA1"	0.255024716708502	NA
"YWHAG"	"SLBP"	0.254928977877836	NA
"SLBP"	"YWHAG"	0.254928977877836	NA
"FMR1"	"AUH"	0.254797741940875	NA
"AUH"	"FMR1"	0.254797741940875	NA
"TROVE2"	"LIN28B"	0.254613194339938	NA
"LIN28B"	"TROVE2"	0.254613194339938	NA
"TRA2A"	"IGF2BP1"	0.254480364652244	NA
"IGF2BP1"	"TRA2A"	0.254480364652244	NA
"GTF2F1"	"DDX3X"	0.254219914330981	NA
"DDX3X"	"GTF2F1"	0.254219914330981	NA
"SND1"	"NONO"	0.254089263282376	NA
